seed,baseline_method,baseline_macro_f1,rl_macro_f1,delta_macro_f1,baseline_accuracy,rl_accuracy,delta_accuracy,rl_roc_auc,mcnemar_b,mcnemar_c,mcnemar_p_value,rl_predictions_path
42,equal_fusion,0.8673332160630083,0.8676044474818365,0.0002712314188282,0.8674603174603175,0.8677248677248677,0.0002645502645501,0.9328939130746426,2,1,1.0,outputs/metrics/seed_significance/rl_seed_42_test_predictions.csv
7,equal_fusion,0.8673332160630083,0.8544529826427305,-0.0128802334202777,0.8674603174603175,0.8544973544973545,-0.0129629629629629,0.915005751046332,52,101,9.176460450517718e-05,outputs/metrics/seed_significance/rl_seed_7_test_predictions.csv
13,equal_fusion,0.8673332160630083,0.8560101236579725,-0.0113230924050358,0.8674603174603175,0.8560846560846561,-0.0113756613756613,0.9081492942508576,43,86,0.0001919424135716,outputs/metrics/seed_significance/rl_seed_13_test_predictions.csv
